"Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID","madar"
"10/15/22 21:50","","FL","USA","Light","Approx. 2 minutes","2 very bright lights stationery, vertically aligned, just to the right of Jupiter; same size as Jupiter","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172532.html","752X2023.01.29.09.41.02",FALSE
"10/15/22 21:30","Vung Tau","Bà R?a-Vung Tàu","Vietnam","Circle","5 hours","object has been sighted for 3 nights.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172316.html","753X2023.01.29.09.41.02",FALSE
"10/15/22 21:30","Bellevue","WA","USA","Disk","10-20 seconds","We saw a dark flying object in the night sky.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172417.html","754X2023.01.29.09.41.02",FALSE
"10/15/22 21:18","Irving","TX","USA","Changing","","I originally thought it was a Satellite but the later I thought maybe it is possibly a UFO","12/22/22","Yes","https://www.nuforc.org/webreports/reports/173/S173457.html","755X2023.01.29.09.41.02",FALSE
"10/15/22 21:15","poteau","OK","USA","Circle","10 seconds","atleast 50 circle flying in the skying a massive group moving how a school of fish would it had a reflective surface","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172348.html","756X2023.01.29.09.41.02",FALSE
"10/15/22 20:35","King","NC","USA","Formation","Only a few seconds.","I pulled up to the intersection at 8:35pm or so and spotted something in the sky for a few seconds then it disappeared.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172337.html","757X2023.01.29.09.41.02",FALSE
"10/15/22 20:31","KITTANNING","null","","Changing","Several hours","Objects in the sky","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172354.html","758X2023.01.29.09.41.02",FALSE
"10/15/22 20:29","Chesterland","OH","USA","Unknown","4 minutes","Super bright white flashing bright then dim kinda sparkling- but NOT a planet- not a meteor or aircraft.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172353.html","759X2023.01.29.09.41.02",FALSE
"10/15/22 19:45","Asheville","NC","USA","Light","Maybe 15 seconds","A sign Gale moving light that would fade out and seem to reappear behind itself or maybe there were multiples.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172351.html","760X2023.01.29.09.41.02",FALSE
"10/15/22 19:17","East Liverpool","OH","USA","Circle","about 3 minutes","Did not appear to be satellites or lanterns, I've seen those before, never seen anything like these before","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172332.html","761X2023.01.29.09.41.02",FALSE
"10/15/22 19:00","San Jose","CA","USA","Star","Over the course of 30 min","Witnessed ""satellite"" move and then stop in place. Saw two more ""satellites"" minutes later moving near it.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172349.html","762X2023.01.29.09.41.02",FALSE
"10/15/22 18:40","San Bernadino","CA","USA","Circle","2 minutes","There was like 20 of them but they were moving quick.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172320.html","763X2023.01.29.09.41.02",FALSE
"10/15/22 18:24","Edisto Island","SC","USA","Light","","Taking photographs on beach light was present in some photos but not all  ((NUFORC Note:  Lens flare.  PD))","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172453.html","764X2023.01.29.09.41.02",FALSE
"10/15/22 17:15","Ocala","FL","USA","Circle","30 seconds","Two objects flying at high speed","12/22/22","","https://www.nuforc.org/webreports/reports/173/S173129.html","765X2023.01.29.09.41.02",FALSE
"10/15/22 16:46","Reno","NV","USA","Sphere","5 minutes","Bright sphere accompanied by fuzzy orb","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172331.html","766X2023.01.29.09.41.02",FALSE
"10/15/22 16:04","kingston","ON","Canada","Sphere","45 seconds +/-","spherical object flying above sporadic clouds from northwest to southeast in daylight","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172340.html","767X2023.01.29.09.41.02",FALSE
"10/15/22 14:33","Newport","RI","USA","Cone","Not sure; less than 5 min","Cone shaped with tails appearing to be all white light.  ((NUFORC Note:  Contrail.  PD))","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172338.html","768X2023.01.29.09.41.02",FALSE
"10/15/22 13:44","Missoula","MT","USA","Other","9 mins approximately","Silver metal boomerang shaped object that moved across the sky and changed shape.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172828.html","769X2023.01.29.09.41.02",FALSE
"10/15/22 12:52","Shoreline","WA","USA","Star","8/22/2022 TO 10/15/2022","Mother Ship 1st appeared on 8/22/2022. It is a Huge, Bright, Low in the Star. It hovers out here for 4 hours minimum testing.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172329.html","770X2023.01.29.09.41.02",FALSE
"10/15/22 08:06","Mequon","WI","USA","Light","2 min","2 red light flying in straight line no blinking","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172352.html","771X2023.01.29.09.41.02",FALSE
"10/15/22 01:36","Chichester","","","Light","10/15 seconds","Small light low down only for a few seconds and then just flew of very fast going up","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172364.html","772X2023.01.29.09.41.02",FALSE
"10/15/22 01:25","Wellington","FL","USA","Fireball","3 to 4 minutes","Bright orange light grew larger before flying across sky with bright tail","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172355.html","773X2023.01.29.09.41.02",FALSE
"10/14/22 22:25","West Palm Beach","FL","USA","Light","10 minutes","Blue/Green/Yellow Light Orb emitted their own light-moved close to us for at least 5-10 min. (see video) ((NUFORC::  Lens flare.  PD))","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172357.html","774X2023.01.29.09.41.02",FALSE
"10/14/22 22:21","Jersey City","NJ","USA","Circle","5 minutes","Orange lights. Few moving in 2s together few were scattered","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172350.html","775X2023.01.29.09.41.02",FALSE
"10/14/22 22:17","Scotland","Scotland","United Kingdom","Light","5 minutes","No sound","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172360.html","776X2023.01.29.09.41.02",FALSE
"10/14/22 21:45","Glendale","AZ","USA","Triangle","10 seconds","Grey triangle craft flying extremely low or very large going an estimated 80 miles and hour flew straight overhead going beyond treelin","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172478.html","777X2023.01.29.09.41.02",FALSE
"10/14/22 21:15","Goulds","FL","USA","Other","UFO","I was sitting in my car and just so happens took look up and noticed three circles of light at fist then 4 and then 3 more I have video","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172533.html","778X2023.01.29.09.41.02",FALSE
"10/14/22 20:30","Piqua","OH","USA","Oval","Lasted approximately 10 m","Witnessed several orbs along with circling helicopters","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172358.html","779X2023.01.29.09.41.02",FALSE
"10/14/22 20:00","Spangle","WA","USA","Other","5-10 seconds","Wedge/Z shaped craft with gray/green metalic color with a purple shift","12/22/22","","https://www.nuforc.org/webreports/reports/173/S173514.html","780X2023.01.29.09.41.02",FALSE
