"","Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID","madar"
"303","3/11/22 15:30","Tucson","AZ","USA","Delta","3 min","3 white oval objects forming a triangle","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167091.html","335X2022.04.30.18.48.20",FALSE
"304","3/11/22 05:10","Santa Rosa","CA","USA","Formation","40 seconds","It was 2 parallel glowing lights.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167176.html","336X2022.04.30.18.48.20",FALSE
"305","3/11/22 03:00","South Eugene","OR","USA","Other","Till 5am","Has happened every night for three years.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167076.html","337X2022.04.30.18.48.20",FALSE
"306","3/11/22 02:00","Kansas City","MO","USA","Circle","At least 2 minutes","Huge red orb that was stationary over KC skyline. By the time I came back with camera it was gone.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167078.html","338X2022.04.30.18.48.20",FALSE
"307","3/11/22 01:05","Doswell","VA","USA","Circle","1 second","Enormously bright white light flew over my truck and disappeared","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167079.html","339X2022.04.30.18.48.20",FALSE
"308","3/10/22 19:21","Bethlehem","PA","USA","Triangle","About one minute","Three very bright objects in a triangular shape","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167030.html","341X2022.04.30.18.48.20",FALSE
"309","3/10/22 19:20","Haslet","TX","USA","Disk","20 seconds","Flying saucer in the sky","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167028.html","342X2022.04.30.18.48.20",FALSE
"310","3/10/22 19:20","Mount Union","PA","USA","Circle","Maybe 15-20 seconds.","Large bright circular object slowly cruising at low heights around Mount Union PA","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167027.html","343X2022.04.30.18.48.20",FALSE
"311","3/10/22 18:45","Honolulu",NA,"USA","Circle","10 minutes","Strange object biggerYh","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167026.html","344X2022.04.30.18.48.20",FALSE
"312","3/10/22 18:00","Orlando","FL","USA","Disk","14 minutes or so","It was way higher than the plane","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167032.html","345X2022.04.30.18.48.20",FALSE
"313","3/10/22 15:22","Bridgeton","NJ","USA","Other",NA,"UFOs I witnessed","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167034.html","346X2022.04.30.18.48.20",FALSE
"314","3/10/22 08:06","Lake Lynn","PA","USA","Sphere","5 minutes","Seen two sphere shaped objects in the sky that definitely weren<U+0092>t a plane, jet or helicopter. This is the third time we have seen this.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167039.html","347X2022.04.30.18.48.20",FALSE
"315","3/10/22 00:30","Tehran","Alborz Province","Iran","Circle","1 min","The shape of a circle with twinkling white lights that was rotating","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167053.html","348X2022.04.30.18.48.20",FALSE
"316","3/9/22 23:30","Haysville","KS","USA","Teardrop","5 minutes lights showing","We saw the actual ufo after she spotted a light and caught it on video.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167048.html","349X2022.04.30.18.48.20",FALSE
"317","3/9/22 22:00","Duncan Highway-Ladysmith Highway","BC","Canada","Other","15 min","While driving home on highway, saw two large square crafts blinking red and green.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167040.html","350X2022.04.30.18.48.20",FALSE
"318","3/9/22 21:45","Johnsonville","NC","USA","Sphere","15 min.","Bright Orange light over Johnsonville/Cameron area.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167043.html","351X2022.04.30.18.48.20",FALSE
"319","3/9/22 21:22","Jackson","OH","USA","Changing","3.5 hrs","Color changing lights slowly approaching","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167084.html","352X2022.04.30.18.48.20",FALSE
"320","3/9/22 19:30","Between Tacoma and Gig Harbor, WA","WA","USA","Delta","Around one minute.","Driving home over the Narrows Bridge and saw three bright lights hovering that seemed to be connected.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167038.html","353X2022.04.30.18.48.20",FALSE
"321","3/9/22 19:30","Ellensburg","WA","USA","Disk","10-15 minutes","3 odd lights one 1 very large craft moving in a way aircraft do not.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167051.html","354X2022.04.30.18.48.20",FALSE
"322","3/9/22 19:30","Ellensburg","WA","USA","Disk","10 minutes","Massive craft","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167050.html","355X2022.04.30.18.48.20",FALSE
"323","3/9/22 18:38","Harwinton","CT","USA","Triangle","Approx 2 1/2 to 3 minutes","Massive black triangle with curve corners, a red, yellowish, and blue round set of lights under each side hovering overhead","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167349.html","357X2022.04.30.18.48.20",FALSE
"324","3/9/22 18:30","Calgary",NA,"Canada","Formation","10 minutes","There was a series of flashing lights on a triangular formation that hovered for about 10 minutes blinking it<U+0092>s lights continuously","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167033.html","358X2022.04.30.18.48.20",FALSE
"325","3/9/22 11:15","Mountain Center","CA","USA","Triangle","3 seconds","Daytime sighting of black craft","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167087.html","360X2022.04.30.18.48.20",FALSE
"326","3/9/22 06:55","Honolulu","HI","USA","Oval","Ongoing (at 7:05am)","Two bright oval objects, appear to be lined up, stationary, lights are ring-shaped.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167056.html","361X2022.04.30.18.48.20",FALSE
"327","3/9/22 03:13","Fruitland Park","FL","USA","Cigar","3 seconds","Recorded and stored on Ring Camera Cloud","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167035.html","364X2022.04.30.18.48.20",FALSE
"328","3/8/22 21:45","Pickering (Canada)","ON","Canada","Light","5 minutes","Very strange colored lights seen moving fast over lake ontario","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167037.html","367X2022.04.30.18.48.20",FALSE
"329","3/8/22 21:30","Ventura",NA,"USA","Light","I caught part of it on vi","I saw aol portal in the sky open up and 10 spacecraft fly out of it","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167457.html","368X2022.04.30.18.48.20",FALSE
"330","3/8/22 20:28","Dalton Gardens","ID","USA","Changing","10min","Not sure what I just seen","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167058.html","369X2022.04.30.18.48.20",FALSE
"331","3/8/22 20:00","Nanaimo (Canada)","BC","Canada","Other","30 min","Saw a Square craft blinking green and red","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167041.html","370X2022.04.30.18.48.20",FALSE
"332","3/8/22 19:10","20,000 feet over Trout Lake, WA looking Northwest","WA","USA","Sphere","60 Seconds","While flying in a USN EA-18G @ 20k, we saw a large bright white glowing orb flying toward us, getting brighter on a collision course","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167206.html","371X2022.04.30.18.48.20",FALSE
"333","3/8/22 18:56","Sanford","FL","USA","Triangle","3-4 mii until we passed i","White and green blinking lights on each aircraft in the triangle","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167061.html","372X2022.04.30.18.48.20",FALSE
"334","3/8/22 18:18","Sturbridge","MA","USA","Cross","1 minute","Object was seen hovering motionless until we had stopped vehicle in road where it then began to proceed over us","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167031.html","373X2022.04.30.18.48.20",FALSE
"335","3/8/22 15:46","Leon Guanajuato",NA,"USA","Circle","7 seconds","Object appeared while streaming live.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167059.html","375X2022.04.30.18.48.20",FALSE
"336","3/8/22 12:09","Tyler","TX","USA","Light","Almost 30-60 minutes","Random light shows up moving strangely and no bright stars in sight.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167072.html","376X2022.04.30.18.48.20",FALSE
"337","3/8/22 01:46","Littleton","CO","USA","Circle","2 minutes","Daytime orb sighting, Littleton, CO","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167101.html","379X2022.04.30.18.48.20",FALSE
"338","3/7/22 21:34","North vernon","IN","USA","Light","45 seconds","Noticed a bright light like the sun coming up the it started to change colors from orange to red to blue to white then other colors was","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167068.html","380X2022.04.30.18.48.20",FALSE
"339","3/7/22 21:05","Warrenton","OR","USA","Sphere","3 minutes","Spherical orb moving very fast with unnatural speed and varying brightness.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167070.html","381X2022.04.30.18.48.20",FALSE
"340","3/7/22 20:30","Jacksonville","FL","USA","Sphere","8 hours","Bright light fell from sky, numerous beings descended onto my roof via a shroud of clouds and I was violated sexually, lost 8 hours.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167117.html","382X2022.04.30.18.48.20",FALSE
"341","3/7/22 20:30","Jacksonville","FL","USA",NA,"8 hours","Just adding pictures to previous report","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167116.html","383X2022.04.30.18.48.20",FALSE
"342","3/7/22 14:10","Chitchester (Australia)","Western Australia","Australia","Formation","30 mins","Strange shaped object","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166996.html","384X2022.04.30.18.48.20",FALSE
"343","3/7/22 04:48","Victoria","BC","Canada","Oval","15 to 20 seconds","Spotted a blue object streaking across the sky from north to south.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166994.html","386X2022.04.30.18.48.20",FALSE
"344","3/7/22 04:30","ROSEBURG","OR","USA","Sphere","5 sec","Ball of blue light falling slowly west to east in the northern sky","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166991.html","387X2022.04.30.18.48.20",FALSE
"345","3/7/22 04:28","Merritt","WA","USA","Light","4-5 seconds","An array of green pulsing light that condensed into a mass object","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167060.html","388X2022.04.30.18.48.20",FALSE
"346","3/7/22 04:00","llanddudno","Gwynedd","UK/England","Circle","1 hour","stagnent orange ball of light that went from small to big","4/22/22","Yes","https://www.nuforc.org/webreports/reports/166/S166995.html","389X2022.04.30.18.48.20",FALSE
"347","3/7/22 03:57","Adelaide","South Australia","Australia","Light","1 second","beam of light caught on camera it took out power and made a sound","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167451.html","390X2022.04.30.18.48.20",FALSE
"348","3/6/22 21:00","Largo","FL","USA",NA,"15 seconds","heard a helicopter flashing redlights and in front of it spaced evenly were 4 bright green orbs going east","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167063.html","391X2022.04.30.18.48.20",FALSE
"349","3/6/22 20:30","Fairview Park","OH","USA","Light","I minute","Moving light","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167055.html","392X2022.04.30.18.48.20",FALSE
"350","3/6/22 20:25","Syracuse","NY","USA","Formation","2 hours","I have been filming and witnessing bizarre UAP for 2 years. This fleet was recorded flying overhead after spotting numerous orbs.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166993.html","393X2022.04.30.18.48.20",FALSE
"351","3/6/22 19:00","Kingsport","TN","USA","Triangle","1 minute","3 reddish-orange lights in an isosceles triangle","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166999.html","394X2022.04.30.18.48.20",FALSE
"352","3/6/22 18:45","Bristol (UK/England)","City of Bristol","UK/England","Light","Few seconds","I saw a low small white very bright light moving across a clear sky for a few seconds it then appeared to flash and totally disappear","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167003.html","395X2022.04.30.18.48.20",FALSE
"353","3/6/22 18:27","Hopatcong","NJ","USA","Unknown","30 Seconds","Possible Craft which shot something out or was almost hit by something","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167067.html","396X2022.04.30.18.48.20",FALSE
"354","3/6/22 18:10","Honolulu","HI","USA","Circle","Approximately 40 minutes","I saw a glimmer in the sky and looked up to see a white object stationary","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167111.html","397X2022.04.30.18.48.20",FALSE
"355","3/6/22 17:30","Dallas","OR","USA","Other","10 minutes","I took 5 minute video of it","4/22/22","Yes","https://www.nuforc.org/webreports/reports/166/S166997.html","398X2022.04.30.18.48.20",FALSE
"356","3/6/22 16:30","Tampa","FL","USA","Light","5 minutes","Saw what sort of looked like Starlink satellites, but they were traveling due west.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166992.html","400X2022.04.30.18.48.20",FALSE
"357","3/6/22 14:00","Riverview","FL","USA","Changing","20 minutes","While driving my 16 yr old daughter to work, we saw what looked like seagulls floating in the air. Not flying.... gliding.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167002.html","401X2022.04.30.18.48.20",FALSE
"358","3/6/22 09:45","Bay Village","OH","USA","Sphere","ABOUT 3 MINUTES","1 OR 2 SMALL SPHERES","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167066.html","402X2022.04.30.18.48.20",FALSE
"359","3/6/22 07:14","Concho",NA,"USA",NA,"2 hours","for 1 month to east of property","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167000.html","403X2022.04.30.18.48.20",FALSE
"360","3/5/22 21:47","Silverlake","WA","USA","Changing","4 or 5 hours","I saw a glowing, spinning ""star"" above the lake near Mt. St.Helens.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167306.html","404X2022.04.30.18.48.20",FALSE
"361","3/5/22 21:30","Dundee","MI","USA","Circle","Maybe 15-20 seconds","3 orbs in a straight line perfectly spaced apart, all flying in unison as if it were one","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167052.html","405X2022.04.30.18.48.20",FALSE
"362","3/5/22 18:00","north olmsted",NA,NA,"Circle","Very short sighting","I was standing on my lawn when I heard a military Jet screaming by afterburners on I looked up saw the jet then saw perfect circle","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167516.html","406X2022.04.30.18.48.20",FALSE
"363","3/5/22 01:02","Amesbury","NH","USA","Fireball","Over about 2 or 3 minutes","3 fireballs moving slow from West to East","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167010.html","407X2022.04.30.18.48.20",FALSE
"364","3/5/22 00:13","Nampa","ID","USA","Formation","2 HOURS","DOT CHANGING COLORS FROM RED TO GREEN TO BLUE","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167006.html","408X2022.04.30.18.48.20",FALSE
"365","3/4/22 22:44","Fort Myers","FL","USA","Circle","A couple seconds","It happened on my way back from my girlfriends house.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167011.html","409X2022.04.30.18.48.20",FALSE
"366","3/4/22 22:15","Central islip","NY","USA","Oval","Long","Not sure what it is","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167013.html","410X2022.04.30.18.48.20",FALSE
"367","3/4/22 22:00","Phoenix","AZ","USA","Formation","An hour","I saw a light formation as a circle then I was able to capture different ships","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167008.html","411X2022.04.30.18.48.20",FALSE
"368","3/4/22 20:28","Lakewood","CO","USA","Other","3 years","Continuous contact with the forces of the universe","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167015.html","412X2022.04.30.18.48.20",FALSE
"369","3/4/22 18:25","Columbus, Ohio and surrounding areas","OH","USA","Other","Everyday for over 3yrs","I realized over a year or so ago that all that was happening was coming from the sky.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167140.html","413X2022.04.30.18.48.20",FALSE
"370","3/4/22 17:35","San Bruno","CA","USA","Circle","Approx 5 minutes","Subject appeared into my field of view while laying on my back stretching gazing upward out my windows.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167418.html","414X2022.04.30.18.48.20",FALSE
"371","3/4/22 12:30","Westbrook","ME","USA","Cigar","5 min","Shiny UFO spotted","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167018.html","415X2022.04.30.18.48.20",FALSE
"372","3/4/22 06:00","Goodyear","AZ","USA","Cigar","About 3 minutes","Leaving to work on 175th Dr. towards Yuma followed me up to the stop sign","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167554.html","417X2022.04.30.18.48.20",FALSE
"373","3/3/22 22:08","Laytonville","CA","USA","Chevron","20 min","Flying orbs","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167019.html","418X2022.04.30.18.48.20",FALSE
"374","3/3/22 21:35","Solvang","CA","USA","Disk","Less than one minute","Dark red flash of light on a flying disc","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167355.html","419X2022.04.30.18.48.20",FALSE
"375","3/2/22 19:02","New York","NY","USA","Sphere","30 seconds","2 craft locked in tight side by side formation round shape I was using night vision","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167118.html","422X2022.04.30.18.48.20",FALSE
"376","3/2/22 16:18","Grayson","KY","USA","Oval","2 minutes","Oval object in sky on double aa hugest before you get to Grayson","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167024.html","424X2022.04.30.18.48.20",FALSE
"377","3/2/22 07:30","Buford",NA,"USA",NA,NA,"I was driving to Atlanta to work one morning south on I-85 and looked up and saw a Tic-tac style UFO. It was flying near a large airli","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167082.html","425X2022.04.30.18.48.20",FALSE
"378","3/1/22 19:00","Las Vegas","NV","USA","Triangle","5 minutes","Large triangular shaped object over nellis air force base","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167261.html","426X2022.04.30.18.48.20",FALSE
"379","3/1/22 03:00","Wentzville","MO","USA","Other","6 to8 seconds Tuesday","I seen space craft ,the bottom ,look like squares all across the ,no sound, no lights, I drew sketch of it ,street lite reveal it enou","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166998.html","428X2022.04.30.18.48.20",FALSE
"380","3/1/22 03:00","Wentzville,","MO","USA",NA,"15 seconds or 20 seconds","I seen space craft ,the bottom ,look like squares all across the ,no sound, no lights, I drew sketch of it ,street lite reveal it enou","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167062.html","429X2022.04.30.18.48.20",FALSE
"381","3/1/22 01:30","Daleville","VA","USA","Disk","2 hrs","Object moved in gridlike pattern for 2 hours, moving incrementally, other object met and sped off quickly.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166989.html","430X2022.04.30.18.48.20",FALSE
"382","3/1/22 00:00","Fort Payne","AL","USA","Cylinder","20 seconds","I'm capturing these ""rods"" on my infrared security camera usually between 12 a.m. and 4 a.m. each morning.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167364.html","431X2022.04.30.18.48.20",FALSE
"383","2/28/22 22:30","Norwalk",NA,"USA","Oval","3min","Hovering object about 15 feet in diameter hovering over the highway. I though it was a plane but is stood still in the sky and we passd","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167036.html","432X2022.04.30.18.48.20",FALSE
"384","2/28/22 03:53","Indio","CA","USA","Triangle","1:03","One craft had red color the other was a white orb","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167049.html","435X2022.04.30.18.48.20",FALSE
"385","2/27/22 15:00","Queen Creek","AZ","USA","Star","it lasted about 30 second","Saw a star the held position and then moved.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167102.html","437X2022.04.30.18.48.20",FALSE
"386","2/26/22 20:00","Everett","WA","USA","Unknown","10-15 minutes total","object or objects flying low from south to north","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167488.html","439X2022.04.30.18.48.20",FALSE
"387","2/26/22 13:00","Tampa","FL","USA","Light","under 10 seconds","I saw a very white light in sky for about 8 seconds","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167016.html","440X2022.04.30.18.48.20",FALSE
"388","2/25/22 15:00","Rio Rancho","NM","USA","Changing","3.0 seconds","My daughter (27 years old) was looking out the living room window and said <U+0093>are you seeing this shit<U+0094>. I then looked out and saw them","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167054.html","442X2022.04.30.18.48.20",FALSE
"389","2/24/22 19:35","Hondo","TX","USA","Light","10 minutes","Blue starlike object appeared above neighborhood street light i could only see 1 object until recording i found serveral others","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167047.html","444X2022.04.30.18.48.20",FALSE
"390","2/23/22 04:30","Oceanside","CA","USA","Diamond","1 minute","hovering over crater in empty field","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167144.html","447X2022.04.30.18.48.20",FALSE
"391","2/21/22 06:00","Trinity","FL","USA",NA,"Several minutes","There was a fixed object in the sky","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167001.html","451X2022.04.30.18.48.20",FALSE
"392","2/16/22 16:13","Wellington","FL","USA","Circle","For about 5-10 minutes","I stared up in the sky as I was checking my mail and in between a couple of clouds it seems to be a disc shaped object","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167004.html","453X2022.04.30.18.48.20",FALSE
"393","2/15/22 19:00","Eagle River","WI","USA","Cross","Several second's","Outside for a smoke and saw lights coming at the house. Ran like hell!","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167020.html","454X2022.04.30.18.48.20",FALSE
"394","2/15/22 12:07","Sonora","CA","USA","Oval","A few seconds","Caught on camera using super slow motion setting revield this craft on video","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167408.html","455X2022.04.30.18.48.20",FALSE
"395","2/15/22 12:07","Sonora","CA","USA","Circle","A few seconds","Filming in super slow motion as I got home ((NUFORC Note:  Bird in flight.  PD))","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167290.html","456X2022.04.30.18.48.20",FALSE
"396","2/14/22 06:10","Channarayapattana (India)","Karnataka","India","Unknown","15min","A 'S' shaped glowing light in the horizon during early morning.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167009.html","457X2022.04.30.18.48.20",FALSE
"397","2/10/22 11:49","League city","TX","USA","Disk","N/a","UFO in clouds","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167366.html","458X2022.04.30.18.48.20",FALSE
"398","2/10/22 04:39","Los Angeles","CA","USA","Other","30 seconds?","seen it from a distance it came closer did not look like any aircraft I ever seen wasn<U+0092>t flying fast was close yet no sound","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167550.html","459X2022.04.30.18.48.20",FALSE
"399","2/9/22 19:50","Emeryville","CA","USA","Formation","30 minutes","Several glowing orb lights in random formation above Hwy 80 in Emeryville","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167312.html","460X2022.04.30.18.48.20",FALSE
"400","2/9/22 02:05","Vancounver","WA","USA","Disk","Approximately 30 seconds","Saw a metallic 1 foot thick disc hovering in the street. It made a loud noise, projected light onto the street","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167318.html","461X2022.04.30.18.48.20",FALSE
"401","2/9/22 01:30","Tempe","AZ","USA","Unknown",">20 minutes","Red and green lights hid the actual shape of craft","4/22/22",NA,"https://www.nuforc.org/webreports/reports/166/S166960.html","462X2022.04.30.18.48.20",FALSE
"402","2/4/22 05:00","Charlton (UK/England)","Royal Borough of Greenwich","UK/England",NA,"15 miuites","The 2 Green and Red Orbs that came out of the big white Orb flew from left to right in a straight line back and forth","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167218.html","463X2022.04.30.18.48.20",FALSE
"403","2/1/22 05:30","LaFollette and Powell","TN","USA","Rectangle","1 1/3 hours","Object followed me matching my speed","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167141.html","464X2022.04.30.18.48.20",FALSE
"404","1/31/22 21:30","Winsford","Cheshire West and Chester","United Kingdom","Other","A few seconds do","Bright light moving","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167502.html","465X2022.04.30.18.48.20",FALSE
"405","1/31/22 20:45","Spokane","WA","USA","Disk","40 seconds","Large disk object with two beans of light hovers over with red and orange blinking lights.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167075.html","466X2022.04.30.18.48.20",FALSE
"406","1/19/22 17:15","Vicksburg",NA,"USA","Disk",NA,"They were turned up like mapping","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167138.html","467X2022.04.30.18.48.20",FALSE
"407","1/9/22 22:00","Yuma","AZ","USA","Oval","several minutes","Stationary oval object with lights in center.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167181.html","468X2022.04.30.18.48.20",FALSE
"408","1/9/22 04:36","Eagan","MN","USA","Sphere","At least 30 minutes","Sphere in north sky spinning and changing colors","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167145.html","469X2022.04.30.18.48.20",FALSE
"409","1/8/22 17:16","Indian Lake","NY","USA","Light","2 minutes, pic + vid take","Light appears to notice me, noticing it","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167501.html","470X2022.04.30.18.48.20",FALSE
"410","1/3/22 20:30","St. Mary's","ON","Canada","Changing","15 minutes","I saw an incredible shining silver disc that had an ""aura"" enveloping it.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167317.html","471X2022.04.30.18.48.20",FALSE
"411","12/31/21 23:52","Moses Lake","WA","USA","Light","Couple minutes","Multiple spheres of light slowly zigzagging upwards until they faded away...","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167487.html","472X2022.04.30.18.48.20",FALSE
"412","12/25/21 22:30","Whitmire","SC","USA","Changing","1-2 minutes","Blues orbs moving very strange in the sky.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167307.html","473X2022.04.30.18.48.20",FALSE
"413","12/3/21 19:30","Gladys","VA","USA","Light","45 minutes","Single point of light pulsing high over, believed to be low earth orbit.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167395.html","474X2022.04.30.18.48.20",FALSE
"414","12/3/21 18:41","Phoenix","AZ","USA","Rectangle","2 -3 minutes","Took a phone picture out of window while driving on highway","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167253.html","475X2022.04.30.18.48.20",FALSE
"415","12/3/21 16:14","Las Vegas","NV","USA","Cylinder","15 minutes","Cylinder or tic tac sited","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167286.html","476X2022.04.30.18.48.20",FALSE
"416","12/3/21 16:14","Las Vegas","NV","USA",NA,"15 minutes","Sighted an odd object in the sky, in the landing pattern of McCarran airport.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167287.html","477X2022.04.30.18.48.20",FALSE
"417","11/25/21 20:16","Delta","CO","USA","Circle","About two minutes","A circular craft was flying low paralleling my car on the highway.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167007.html","478X2022.04.30.18.48.20",FALSE
"418","11/20/21 20:59","TACOMA","WA","USA","Light","5mins of 7 to 4 ufos","7 UFOS HOVERING AND CHANGING COLORS FLYING STRAIGHT INTO THE AIR","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167340.html","479X2022.04.30.18.48.20",FALSE
"419","11/15/21 17:13","Liberty","PA","USA","Changing","10 to 20 minutes","It<U+0092>s a series of lights that would always go back to being a triangle.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167379.html","480X2022.04.30.18.48.20",FALSE
"420","11/5/21 17:08","Minneapolis","MN","USA","Circle","30 seconds","Round object with flashing lights.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167012.html","481X2022.04.30.18.48.20",FALSE
