"","Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID","madar"
"1","4/22/22 11:00","Mansfield","OH","USA","Cigar","15 min","It was at least a mile long .all lite up .","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167569.html","1X2022.04.30.18.48.20",FALSE
"2","4/22/22 05:35","Howard City","MI","USA","Cross","5 minutes","It was Shaped like a capitalized letter ""T""","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167562.html","2X2022.04.30.18.48.20",FALSE
"3","4/22/22 00:12","Tipton","IN","USA","Cigar","Saw the craft for 5-10min","Saw a cigar shaped craft with lights on the underneath hovering above the city flying at fast speeds  ((Starlink satellites??))","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167566.html","3X2022.04.30.18.48.20",FALSE
"4","4/21/22 22:55","East Concord","NY","USA","Cylinder","5 minutes","It was a silver/grey large cylinder shaped, moving slow and silent, going from north to south, as we tried to video it, it faded out.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167570.html","4X2022.04.30.18.48.20",FALSE
"5","4/21/22 22:02","Blairsville","PA","USA","Cigar","2minutes","Long cylinder, could see was metallic. Looked yellowish, lights along top.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167581.html","5X2022.04.30.18.48.20",FALSE
"6","4/21/22 22:00",NA,"WV","USA","Cylinder","Long lots of white lights","I saw this object flying over me it was long in shape lots of white lights then it was gone","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167580.html","6X2022.04.30.18.48.20",FALSE
"7","4/21/22 21:56","Akron","OH","USA","Cigar","Approx 30 -45 seconds","What at first appeared to be a weird cloud moving east turned cigarshaped with lights on side then disappe","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167577.html","7X2022.04.30.18.48.20",FALSE
"8","4/21/22 21:52",NA,"WV","USA",NA,NA,"4 aircraft reported, many pilots discussed on frequency.  ((NUFORC Note:  Report from /faa employee.  Starlink satellites??  PD))","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167563.html","8X2022.04.30.18.48.20",FALSE
"9","4/21/22 21:51","Bloomington","IN","USA","Formation","1 minute","String of lights heading west to east across sky.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167578.html","9X2022.04.30.18.48.20",FALSE
"10","4/21/22 21:50","Painesville","OH","USA","Other","2-3 mins. that we saw","Straight line of lights in formation","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167579.html","10X2022.04.30.18.48.20",FALSE
"11","4/21/22 21:50","Flat Rock","MI","USA","Cigar","3-5 minutes","Saw an amber string of lights fly west to east at airliner altitude, then seemingly faded into a perfectly clear night sky.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167564.html","11X2022.04.30.18.48.20",FALSE
"12","4/21/22 21:50","Parma","OH","USA",NA,"3 minutes approximately","10-12 evenly spaced lights appearing in northwest sky travelling southeast, fading out one light at a time.  ((Starlink satellites??))","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167571.html","12X2022.04.30.18.48.20",FALSE
"13","4/21/22 21:50","Natrona Heights","PA","USA","Disk",NA,"Straight line on 20+ that just disappeared","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167582.html","13X2022.04.30.18.48.20",FALSE
"14","4/21/22 21:50","Muskegon","MI","USA","Formation","2-3 mins","Long, tight row of lights flew from over the lake going inland  ((Starlink satellites??))","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167576.html","14X2022.04.30.18.48.20",FALSE
"15","4/21/22 21:49","Riverview","MI","USA","Star","3 minutes","Connected lights in the sky.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167565.html","15X2022.04.30.18.48.20",FALSE
"16","4/21/22 21:26","coraopolis","PA","USA","Unknown",NA,"I was walking down the street the I looked up and see a UFO, than I was talking loud then UFO slow then it goes","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167574.html","16X2022.04.30.18.48.20",FALSE
"17","4/21/22 21:22","Alvarado","NM","USA","Oval","Just over 1 minute","Orange line turned into green oval","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167568.html","17X2022.04.30.18.48.20",FALSE
"18","4/21/22 20:52","Evansdale","IA","USA","Cylinder","1 minute","Long straight bright white object, bright as the stars","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167572.html","18X2022.04.30.18.48.20",FALSE
"19","4/21/22 20:47","Fareham","Hampshire","United Kingdom","Changing","1 min","There was a white round cloud and a bright light behind it moving at the same speed and distance.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167561.html","19X2022.04.30.18.48.20",FALSE
"20","4/21/22 20:46","Lewes","East Sussex","United Kingdom","Light","1-2 mins","We saw what looked like a moving cloud in a cloudless sky then a moving light appeared next to it and moved smoothly across the sky","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167558.html","20X2022.04.30.18.48.20",FALSE
"21","4/21/22 20:32","Gretna","LA","USA","Star","around 5 minutes total","Bright ball of light appeared twice. First time was under a minute. Second time for about 10 seconds.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167585.html","21X2022.04.30.18.48.20",FALSE
"22","4/21/22 20:23","Norwich","Norfolk","United Kingdom","Light","Couple of mins","Ball of Light pushing a cloud?","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167583.html","22X2022.04.30.18.48.20",FALSE
"23","4/21/22 15:30","Daytona Beach","FL","USA","Triangle","5 seconds","((HOAX))  alien","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167548.html","23X2022.04.30.18.48.20",FALSE
"24","4/21/22 10:06","Imperial","PA","USA","Cigar","About 3 mins.","Bright very slow no Soundwave very bright","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167573.html","24X2022.04.30.18.48.20",FALSE
"25","4/21/22 01:53","Grants","NM","USA","Changing","Last 5 months","We are above Grants New Mexico stationery and moving every single night","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167542.html","25X2022.04.30.18.48.20",FALSE
"26","4/20/22 23:19","Lafayette","CO","USA","Circle","10 seconds","I was looking out the window when I saw a circular shaped saucer at complete standstill in the sky.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167552.html","26X2022.04.30.18.48.20",FALSE
"27","4/20/22 22:14","Rosedale","MD","USA","Light","5 min or longer","Lights changing and moving","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167551.html","27X2022.04.30.18.48.20",FALSE
"28","4/19/22 23:56","Lumberton","MS","USA","Triangle","All the time","IN DANGER Actual footage of UFO's and Alien on security system some paranormal, orbs, radio frequency and voices camera footage of all","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167482.html","28X2022.04.30.18.48.20",FALSE
"29","4/19/22 22:30","Cancun","Quintana Roo","USA","Star","8-10 seconds","Looking at stars, we noticed a shooting star moving in an unnatural way.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167543.html","29X2022.04.30.18.48.20",FALSE
"30","4/18/22 20:27","Farmington","NM","USA","Circle","23 seconds","Orange UFO passing over my house","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167486.html","30X2022.04.30.18.48.20",FALSE
"31","4/18/22 19:55","New Port Richey, Florida",NA,NA,"Unknown","Not sure","I was looking at ants on my windshield and I saw something entering the atmosphere","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167489.html","31X2022.04.30.18.48.20",FALSE
"32","4/18/22 05:15","Port Jefferson","NY","USA","Light","10 seconds","A round ball of light whizzed past me in the early morning","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167496.html","32X2022.04.30.18.48.20",FALSE
"33","4/18/22 02:25","Parrottsville","TN","USA","Light","90 seconds","Super bright and unusual light hover and disappeared","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167497.html","33X2022.04.30.18.48.20",FALSE
"34","4/18/22 00:30","Newport","WA","USA","Unknown","3 minutes","Grey blob hovered over me","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167492.html","34X2022.04.30.18.48.20",FALSE
"35","4/17/22 23:13","Rowley","MA","USA","Triangle","10 minutes","Triangle formation of lights","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167555.html","35X2022.04.30.18.48.20",FALSE
"36","4/17/22 22:35","Damascus","OR","USA","Sphere","20+ minutes","Hovering lights over Damascus Oregon","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167493.html","36X2022.04.30.18.48.20",FALSE
"37","4/17/22 20:05","York","PA","USA","Other","10 minutes","Long straight vertical object","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167495.html","37X2022.04.30.18.48.20",FALSE
"38","4/17/22 16:30","Mansfield","MA","USA","Other","Unknown","I was taking a photo of the sky and caught what looks like a ufo in the picture.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167556.html","38X2022.04.30.18.48.20",FALSE
"39","4/17/22 16:00","Apache Junction","AZ","USA","Oval","Unknown","The item just pops in the last second or 2 of a short video.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167484.html","39X2022.04.30.18.48.20",FALSE
"40","4/17/22 02:04","Citrus Park, Tampa","FL","USA","Light","45 Seconds","It was captured by my exterior surveillance camera.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167553.html","40X2022.04.30.18.48.20",FALSE
"41","4/17/22 01:48","San Bernardino","CA","USA","Other","5 seconds","Flash of lights","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167500.html","41X2022.04.30.18.48.20",FALSE
"42","4/16/22 23:30","Eugene","OR","USA","Cross","15","My girlfriend and I saw 7 cross shaped crafts across the river.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167505.html","42X2022.04.30.18.48.20",FALSE
"43","4/16/22 22:06","Bellingham","WA","USA","Triangle","3 - 4 minutes","As I was walking through the parking lot of my apartment complex I watched a cluster of 3 bright orange lights rising to the south.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167506.html","43X2022.04.30.18.48.20",FALSE
"44","4/16/22 20:21","Stillwater","MN","USA","Sphere","10 minutes","Group of 3 red orbs flying from West horizon to East horizon. Then separate individual red orbs about every 45 seconds. Same path.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167485.html","44X2022.04.30.18.48.20",FALSE
"45","4/15/22 21:55","Hellertown","PA","USA","Circle",NA,"Helicopter white green red flashing circle","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167518.html","45X2022.04.30.18.48.20",FALSE
"46","4/15/22 21:21","Boise","ID","USA","Sphere","40 seconds","Went out to observe the sky tonight for my college astronomy class and saw a bright orange orb west of my house pulsating. It was the","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167519.html","46X2022.04.30.18.48.20",FALSE
"47","4/15/22 21:05","Tiszanana","Heves County","Hungary","Light","1 minute / 5 minutes","Light in sky does physically impossible maneuver with split second acceleration and speed, disappears then returns and hovers.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167513.html","47X2022.04.30.18.48.20",FALSE
"48","4/15/22 18:47","Chennai","Tamil Nadu","India","Disk","1 min","Saw a disk with lights in sky  ((NUFORC Note:  Possible lns flare.  PD))","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167514.html","48X2022.04.30.18.48.20",FALSE
"49","4/15/22 14:20","Aurora","IN","USA","Circle",NA,"noticed blue orb in my photos of the sun","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167479.html","49X2022.04.30.18.48.20",FALSE
"50","4/15/22 07:22","Riverdale","UT","USA","Light","Saw on tv and backyard","Was seen on tv show street outlaws flashes and streaks accross sky","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167476.html","50X2022.04.30.18.48.20",FALSE
"51","4/15/22 05:30","Normandy Park","WA","USA",NA,"1-5 min","A round circle of light in Puget Sound","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167477.html","51X2022.04.30.18.48.20",FALSE
"52","4/15/22 03:10","Sydney","New South Wales","Australia","Light","10min","A light flying above which I thought was satellite until it stopped and changed direction. I can rule out plane, helicopter, satellit","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167517.html","52X2022.04.30.18.48.20",FALSE
"53","4/15/22 01:00","Orlando","FL","USA","Triangle","Brief","Approached from my right swooped on its side then leveled up and practically disappeared","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167511.html","53X2022.04.30.18.48.20",FALSE
"54","4/14/22 22:42","Avon","OH","USA","Light","about 40 seconds","Two sequential bright, motionless, silent lights","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167474.html","54X2022.04.30.18.48.20",FALSE
"55","4/14/22 21:00","Myrtle Beach","SC","USA","Changing","5 seconds","Red lights multiply then collapse and disappear","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167470.html","55X2022.04.30.18.48.20",FALSE
"56","4/14/22 18:00",NA,NA,NA,NA,"2 seconds","On tv show","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167475.html","56X2022.04.30.18.48.20",FALSE
"57","4/14/22 15:23","Baker","FL","USA","Disk","during photo","iPhone photo reveals UFO","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167419.html","57X2022.04.30.18.48.20",FALSE
"58","4/14/22 08:10","New Caney","TX","USA",NA,"25","Visit thier curious I think.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167463.html","58X2022.04.30.18.48.20",FALSE
"59","4/14/22 07:50","Payette & New Plymouth","ID","USA","Sphere","15-30 Seconds","Spherical object, Black, high speed with short bright blast of light.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167469.html","59X2022.04.30.18.48.20",FALSE
"60","4/14/22 05:03","Loganville",NA,NA,"Fireball","3 min","Glowing orb traveling at a slow rate of speed","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167472.html","60X2022.04.30.18.48.20",FALSE
"61","4/13/22 23:00","White Hall","IL","USA","Formation","Several minutes","Multiple lights in formation appearing from clouds then reentering clouds","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167473.html","61X2022.04.30.18.48.20",FALSE
"62","4/13/22 22:30","Lake Ketchum","WA","USA","Diamond","15 seconds","I heard a loud whirring sound and looked above me to see a diamond shape craft fly over and turn invisible","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167464.html","62X2022.04.30.18.48.20",FALSE
"63","4/13/22 21:45","Autin","TX","USA","Circle","We stayed outside 30 min","One Brighton Light 100 Little lights flying around it fast as it moving around .","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167462.html","63X2022.04.30.18.48.20",FALSE
"64","4/13/22 17:50","Voleny","NY","USA","Oval","1 sec","Taking photos of storm got a photo of a disc","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167468.html","64X2022.04.30.18.48.20",FALSE
"65","4/12/22 21:10","Buffalo Township, Butler County","PA","USA","Circle","30 minutes","multi colored round shape","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167458.html","65X2022.04.30.18.48.20",FALSE
"66","4/12/22 21:00","Holdingford","MN","USA","Star","Fifty minutes","One stationary and squadron of UFOs buzzed by multiple military Camp Ripley Planes","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167466.html","66X2022.04.30.18.48.20",FALSE
"67","4/12/22 20:58","Prague","OK","USA","Disk","15 Seconds","A Disk Shaped Craft with Rotating Lights/Alternating Brightness","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167454.html","67X2022.04.30.18.48.20",FALSE
"68","4/12/22 20:50","ABERDEEN","MD","USA","Rectangle","Saw this moving in sky","Saw this","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167508.html","68X2022.04.30.18.48.20",FALSE
"69","4/12/22 12:15","Lebanon","OH","USA","Rectangle","3 minutes","Gray rectangle in the sky with small whitish square on the bottom center","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167456.html","69X2022.04.30.18.48.20",FALSE
"70","4/11/22 21:30","bonita springs","FL","USA","Unknown","30 seconds","flying east to west about 30 seconds maybe 2-4000ft elevation with rectanglar bright lights all accross the rear of the vehicle maybe","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167445.html","70X2022.04.30.18.48.20",FALSE
"71","4/11/22 21:00","Schertz","TX","USA","Unknown","It was up in the sky.","At first there were two of them but when I ran to get my phone, one only stayed and that's the one I recorded.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167460.html","71X2022.04.30.18.48.20",FALSE
"72","4/11/22 21:00","SeaBrook Island","SC","USA","Sphere","10-30 seconds","Two red lights: One stationary, other moving.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167406.html","72X2022.04.30.18.48.20",FALSE
"73","4/11/22 18:57","Melbourne","Victoria","Australia","Cone","8 seconds","Very low, very fast and a bright blue then white light from the back","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167412.html","73X2022.04.30.18.48.20",FALSE
"74","4/11/22 15:25","Cincinnati","OH","USA","Disk","3 seconds max","Slowed down, stopped for maybe a second or two, then sped up and ""disappeared""","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167567.html","74X2022.04.30.18.48.20",FALSE
"75","4/11/22 13:50","Fresno","CA","USA","Formation","4 minutes","Black large silent object hovering over Fresno","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167407.html","75X2022.04.30.18.48.20",FALSE
"76","4/11/22 13:15","Saint Louis","MO","USA","Other","A few seconds","2 large ""S"" shaped crafts hovering fairly low","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167453.html","76X2022.04.30.18.48.20",FALSE
"77","4/11/22 11:33","Jericho","VT","USA","Unknown","About 5-10 minutes","Saw something falling from the sky, leaving a smoke trail behind it.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167410.html","77X2022.04.30.18.48.20",FALSE
"78","4/11/22 09:15","Interstate 78 Near Lebanon exit","PA","USA","Circle","A few seconds","I Was watching a jet going extremely high in the sky, and as I was watching my point of veiw showed a circular Disc flipping, moving aw","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167446.html","78X2022.04.30.18.48.20",FALSE
"79","4/11/22 00:01","Saucier","MS","USA","Cross","20 minutes","cross shaped object heading south Northwest. while being chased by three solid black helicopters","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167459.html","79X2022.04.30.18.48.20",FALSE
"80","4/10/22 20:36","Flatrock","NC","USA","Unknown","1-2 minutes","Large, silent object","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167450.html","80X2022.04.30.18.48.20",FALSE
"81","4/10/22 20:00","Thornbury, Bristol","South Gloucestershire","United Kingdom","Cigar","1 sec","son photos the moon, catches ufo","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167483.html","81X2022.04.30.18.48.20",FALSE
"82","4/10/22 17:15","Jacksonville","FL","USA","Circle","25 minutes","Stationary white objects observed for 25 minutes","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167421.html","82X2022.04.30.18.48.20",FALSE
"83","4/10/22 07:20","Dallas","TX","USA","Oval","5 minutes","Saw a flying tic tac","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167423.html","83X2022.04.30.18.48.20",FALSE
"84","4/10/22 01:57","clarksburg","WV","USA","Cigar","20h hours","2 craft meet on ridge and disappear","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167447.html","84X2022.04.30.18.48.20",FALSE
"85","4/9/22 23:16","Summerville","SC","USA","Circle","Second","Was driving late at night on highway and saw a a ufo appear to crash but no explosion afterwards.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167478.html","85X2022.04.30.18.48.20",FALSE
"86","4/9/22 22:26","Annapolis","NS","Canada","Other","An hour","Changing form and moving all directions then disappeared more vid if needed other than what I submitted","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167430.html","86X2022.04.30.18.48.20",FALSE
"87","4/9/22 20:55","Reno","NV","USA","Light","5 minutes","2 bright lights hovered in place above the city.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167429.html","87X2022.04.30.18.48.20",FALSE
"88","4/9/22 20:30","Gravesend","Kent","United Kingdom","Light","15 Seconds","Fast Moving light in the shape and size of a star","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167434.html","88X2022.04.30.18.48.20",FALSE
"89","4/9/22 20:19","Coachella","CA","USA","Circle","2 minutes","Two circular objects moving irregularly with trails","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167414.html","89X2022.04.30.18.48.20",FALSE
"90","4/9/22 19:57","Kansas city","MO","USA","Circle","1 min 30secs","I was laying in my hot tub with the machine off looking up and I could look up in the sky and see around sphere","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167444.html","90X2022.04.30.18.48.20",FALSE
"91","4/9/22 19:46","Liverpool","Liverpool","United Kingdom","Cigar","Aprox 20 minutes","Flew overhead leaving a trail; then stopped at a fair distance away and stayed stationary in the air","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167425.html","91X2022.04.30.18.48.20",FALSE
"92","4/9/22 14:00","New Plymouth",NA,"New Zealand","Circle","Heading south west 2 mins","A white ball looked like a balloon but was going against the wind","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167441.html","92X2022.04.30.18.48.20",FALSE
"93","4/9/22 11:57","Austin","TX","USA","Triangle","2 minutes","Just now - heard helicopter over my apartment - looked out to see Triangle craft - being followed by police chopper","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167428.html","93X2022.04.30.18.48.20",FALSE
"94","4/8/22 21:47","Sanford","ME","USA","Formation","Currently","Saw the entire ufo tilt to the right and move further towards Lebanon","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167442.html","94X2022.04.30.18.48.20",FALSE
"95","4/8/22 21:03","Powell","OH","USA","Disk","Several minutes","Saw what we thought was an airplane off in the distance.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167435.html","95X2022.04.30.18.48.20",FALSE
"96","4/8/22 21:00","Cuba","NM","USA","Sphere","20 minutes","Like Steve glowing Celtic Cuba for 20 minutes then vanished no sound no nothing","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167439.html","96X2022.04.30.18.48.20",FALSE
"97","4/8/22 20:00","Paris","IL","USA",NA,"1-2 hours or more","Neighbor tells me for 2 months to look at sky when I finally do I saw that a plane wasnt a plane. now see them nightly","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167416.html","97X2022.04.30.18.48.20",FALSE
"98","4/8/22 19:10","Fort Lauderdale","FL","USA","Circle","4 hours","Bright circle sitting right beneath the moon.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167393.html","98X2022.04.30.18.48.20",FALSE
"99","4/8/22 11:17","Orlando","FL","USA","Diamond","8 seconds of video","Multi sided black reflective object flying across day sky rotating.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167380.html","99X2022.04.30.18.48.20",FALSE
"100","4/8/22 09:00","California","MO","USA","Star","On and off 30 mins","Sat looking at stars w/ family. Our hobby. On and off star like craft moved across the sky, laser in front of them they go higher","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167440.html","100X2022.04.30.18.48.20",FALSE
"101","4/8/22 03:35","Landers","CA","USA","Diamond","4 hours","Around 3-4am noticed a bright light hovering low on the horizon. Hovered for a few hours before disappearing.","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167471.html","101X2022.04.30.18.48.20",FALSE
"102","4/7/22 22:30","Stockton","CA","USA","Sphere","About 10 seconds","Random","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167385.html","102X2022.04.30.18.48.20",FALSE
"103","4/7/22 21:49",NA,NA,"Mexico","Light","15 minutes","One solid light and one blinking light moving separately very erratically.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167420.html","103X2022.04.30.18.48.20",FALSE
"104","4/7/22 19:05","Stow","OH","USA","Unknown","Unknown saw in pictures","Saw something in one of two pictures I took seconds apart","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167499.html","104X2022.04.30.18.48.20",FALSE
"105","4/7/22 14:12","dallas","GA","USA","Sphere","60 to 90 secs.","daytime 2:12 pm, large areas of clear blue sky with some clouds","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167386.html","105X2022.04.30.18.48.20",FALSE
"106","4/7/22 14:03","Dallas","TX","USA","Disk","Approx 30 seconds","Managed to snap two quick pics looking east at approx 45 degrees","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167461.html","106X2022.04.30.18.48.20",FALSE
"107","4/7/22 07:45","Mat-Su Valley Area","AK","USA","Sphere","30 minutes or so","Falling Thing Over Mat-Su Valley Area","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167443.html","107X2022.04.30.18.48.20",FALSE
"108","4/6/22 23:15","Fall River","MA","USA","Circle","30 seconds","I observed two white lights above the highway, out of the ordinary in terms of size and distance apart.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167391.html","108X2022.04.30.18.48.20",FALSE
"109","4/6/22 20:46","Macomb","MI","USA","Oval","3 min","The the green object appeared on phone photos","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167398.html","109X2022.04.30.18.48.20",FALSE
"110","4/5/22 23:15","Glenside","PA","USA","Disk","4, 3, 4, 12 minutes","White small moving disc with vertical glow around it","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167400.html","110X2022.04.30.18.48.20",FALSE
"111","4/5/22 22:27","Hayden","ID","USA","Triangle","lasted about 30 seconds","Huge triangle shaped with one white light at each corner at about 25k feet above me fly by","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167387.html","111X2022.04.30.18.48.20",FALSE
"112","4/5/22 21:15","Lakewood","CO","USA","Other","5 seconds","Photograph","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167382.html","112X2022.04.30.18.48.20",FALSE
"113","4/5/22 20:30","Holdingford","MN","USA","Star","5-10 minutes","UFO and separate UFO light","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167465.html","113X2022.04.30.18.48.20",FALSE
"114","4/5/22 19:55","Bellingham","WA","USA","Teardrop","3 to 5 minutes","A UAP- flying object that looks like a white color teardrop with a trail when moving fast. And no trail at some points of it's maneuver","4/22/22","Yes","https://www.nuforc.org/webreports/reports/167/S167396.html","114X2022.04.30.18.48.20",FALSE
"115","4/5/22 19:53","Whitefield","OK","USA","Fireball","Roughly 20 minutes","We watched this from Stigler, Oklahoma to Whitefield, Oklahoma the end of the video was at 7:58pm","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167403.html","115X2022.04.30.18.48.20",FALSE
"116","4/5/22 08:15","Harrisburg","PA","USA","Other","60 seconds","Around 8:15am I was home and looked out my window where I saw an object pretty high in the sky that seemed foreign after observation.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167431.html","116X2022.04.30.18.48.20",FALSE
"117","4/4/22 21:25","Ballston Spa","NY","USA","Star","15 minutes","pulsating yellow/white/orange light quickly changing directions","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167374.html","117X2022.04.30.18.48.20",FALSE
"118","4/4/22 18:15","Folsom","CA","USA","Cigar","I was on a plane","I was flying over Folsom from Sacramento to Vegas and saw a pill shaped dark grey object suspended in the air that did not move.","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167432.html","118X2022.04.30.18.48.20",FALSE
"119","4/4/22 14:28","Sacramento","CA","USA","Egg","20 years, I am with Alien","UFO","4/22/22",NA,"https://www.nuforc.org/webreports/reports/167/S167377.html","119X2022.04.30.18.48.20",FALSE
